CDUORG;NOME;UF;MUNICIPIO;ENDERECO;BAIRRO;CEP
020900011;AGÊNCIA REGIONAL DO TRABALHO EM VITÓRIA;ES;VITÓRIA;RUA PIETRÂNGELO DE BIASE, 56, TÉRREO;CENTRO;29010190
015901000;GERÊNCIA REGIONAL DO TRABALHO EM ANÁPOLIS;GO;ANÁPOLIS;AV. PRESIDENTE WILSON, N 710;JUNDIAÍ INDUSTRIAL;75115100
015900001;AGÊNCIA REGIONAL DO TRABALHO EM APARECIDA DE GOIÂNIA;GO;APARECIDA DE GOIÂNIA;RUA BENEDITO BATISTA DE TOLEDO, QD. 6, LT. 3;CENTRO;74980040
015900002;AGÊNCIA REGIONAL DO TRABALHO EM CALDAS NOVAS;GO;CALDAS NOVAS;R. JOÃO ROCHA BARBALHO, ESQ. COM RUA 16, QD. 03, LT, 15-R, LOJA N. 01;ESTÂNCIA DOS BURITIS;75681562
014900001;AGÊNCIA REGIONAL DO TRABALHO EM CAMPOS BELOS;GO;CAMPOS BELOS;.;;99999999
015901001;AGÊNCIA REGIONAL DO TRABALHO EM  CATALÃO;GO;CATALÃO;.;;99999999
112000071;AGÊNCIA REGIONAL DO TRABALHO EM CATALÃO;GO;CATALÃO;RUA JUCA CÂNDIDA Nº 68;CENTRO;75701230
015901002;AGÊNCIA REGIONAL DO TRABALHO EM CERES;GO;CERES;.;;99999999
014900002;AGÊNCIA REGIONAL DO TRABALHO EM FORMOSA;GO;FORMOSA;.;;99999999
015901003;AGÊNCIA REGIONAL DO TRABALHO EM  GOIÁS;GO;GOIÁS;.;;99999999
112000072;AGÊNCIA REGIONAL DO TRABALHO EM GOIÁS;GO;GOIÁS;PRAÇA BRASIL CAIADO, 15;CENTRO;76600000
015000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM GOIÁS;GO;GOIÂNIA;AV. 85, N.º 887;SETOR SUL;74080010
015900003;AGÊNCIA DE ATENDIMENTO DE GOIANIA;GO;GOIÂNIA;PRACA PEDRO LUDOVICO, 228;CENTRO;74003010
015900004;AGÊNCIA REGIONAL DO TRABALHO EM INHUMAS;GO;INHUMAS;.;;77777777
015900010;AGÊNCIA REGIONAL DO TRABALHO EM IPORÁ;GO;IPORÁ;.;;99999999
015900011;AGÊNCIA REGIONAL DO TRABALHO EM ITABERAÍ;GO;ITABERAÍ;.;;99999999
015900005;AGÊNCIA REGIONAL DO TRABALHO EM ITUMBIARA;GO;ITUMBIARA;PRAÇA DA REPÚBLICA, Nº 438;CENTRO;75503906
015900006;AGÊNCIA REGIONAL DO TRABALHO EM JATAÍ;GO;JATAÍ;RUA ANHANGUERA, 700;CENTRO;75800061
014900004;AGÊNCIA REGIONAL DO TRABALHO EM LUZIÂNIA;GO;LUZIÂNIA;AV. SANTA MARIA - ST.;AEROPORTO;72801010
015900007;AGÊNCIA REGIONAL DO TRABALHO EM MINEIROS;GO;MINEIROS;.;;99999999
015900008;AGÊNCIA REGIONAL DO TRABALHO EM MORRINHOS;GO;MORRINHOS;RUA PARÁ, 533, QD. 03 LT. 17;CENTRO;75650000
014901003;AGÊNCIA REGIONAL DO TRABALHO EM NIQUELÂNDIA;GO;NIQUELÂNDIA;.;;99999999
112000021;AGÊNCIA REGIONAL DO TRABALHO EM NIQUELÂNDIA.;GO;NIQUELÂNDIA;,,,;,,,;99999999
015901004;AGÊNCIA REGIONAL DO TRABALHO EM PIRES DO  RIO;GO;PIRES DO RIO;.;;99999999
112000073;AGÊNCIA REGIONAL DO TRABALHO EM PIRES DO RIO;GO;PIRES DO RIO;RUA AUGUSTO MONTEIRO DE GODOY, 15;CENTRO;75200000
014900007;AGÊNCIA REGIONAL DO TRABALHO EM POSSE;GO;POSSE;.;;99999999
112000074;AGÊNCIA REGIONAL DO TRABALHO EM RIALMA;GO;RIALMA;AVENIDA BENEDITO LUIZ DIAS, LOTE 1, QUADRA 1;JARDIM AMANDA;76310000
015900009;AGÊNCIA REGIONAL DO TRABALHO EM RIO VERDE;GO;RIO VERDE;RUA COSTA GOMES, LT. 03 E 04, QD. 38, PARTE A;JD. GOIÁS;75903280
015901005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MIGUEL DO  ARAGUAIA;GO;SÃO MIGUEL DO ARAGUAIA;.;;99999999
112000075;AGÊNCIA REGIONAL DO TRABALHO EM SÃO MIGUEL DO ARAGUAIA;GO;SÃO MIGUEL DO ARAGUAIA;AV. MATO GROSSO, 532;CENTRO;75590000
015901006;AGÊNCIA REGIONAL DO TRABALHO EM  URUAÇU;GO;URUAÇU;.;;99999999
112000076;AGÊNCIA REGIONAL DO TRABALHO EM URUAÇU;GO;URUAÇU;AV TOCANTINS, N° 56 E, SL. 02 - 1° ANDAR;CENTRO - PRÉDIO DA CEF;76400000
036902001;AGÊNCIA REGIONAL DO TRABALHO EM AÇAILÂNDIA;MA;AÇAILÂNDIA;RUA PAU DARCO, S/N  ANEXO AO SINE;JARDIM GLORIA II;65930000
036901000;GERENCIA REGIONAL DO TRABALHO EM BACABAL;MA;BACABAL;.;;99999999
112000077;AGÊNCIA REGIONAL DO TRABALHO EM BACABAL;MA;BACABAL;RUA BARÃO DE CAPANEMA, Nº 258;;65700000
036900001;AGÊNCIA REGIONAL DO TRABALHO EM BALSAS;MA;BALSAS;.;;99999999
036900002;AGÊNCIA REGIONAL DO TRABALHO EM CAROLINA;MA;CAROLINA;AVENIDA GETÚLIO VARGAS, 1343;CENTRO;65980001
036900003;AGÊNCIA REGIONAL DO TRABALHO EM CAXIAS;MA;CAXIAS;RUA AFONSO PENA, Nº 320;CENTRO;65600000
036900004;AGÊNCIA REGIONAL DO TRABALHO EM CHAPADINHA;MA;CHAPADINHA;PRAÇA CORONEL LUIZ VIEIRA, S/N;CENTRO;65500000
036901001;AGÊNCIA REGIONAL DO TRABALHO EM  CODÓ;MA;CODÓ;.;;99999999
112000079;AGÊNCIA REGIONAL DO TRABALHO EM CODÓ;MA;CODÓ;RUA CÔNEGO MENDONÇA, 256;CENTRO;65400001
036902000;GERÊNCIA REGIONAL DO TRABALHO EM IMPERATRIZ;MA;IMPERATRIZ;RUA PERNAMBUCO, 545;JUÇARA;65900500
036900005;AGÊNCIA REGIONAL DO TRABALHO EM PEDREIRAS;MA;PEDREIRAS;.;;99999999
036900006;AGÊNCIA REGIONAL DO TRABALHO EM PINHEIRO;MA;PINHEIRO;.;;99999999
036900007;AGÊNCIA REGIONAL DO TRABALHO EM PRESIDENTE DUTRA;MA;PRESIDENTE DUTRA;RUA DIOLINO BARROS, SN;PAULO FALCÃO;65760000
036900008;AGÊNCIA REGIONAL DO TRABALHO EM SANTA INÊS;MA;SANTA INÊS;PRAÇA DA SAUDADE, 20;CENTRO;65300000
036900009;AGÊNCIA DE ATENDIMENTO DE SAO JOAO DOS PATOS;MA;SÃO JOÃO DOS PATOS;RUA DA LIBERDADE, 144;;65665000
036000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO MARANHÃO;MA;SÃO LUÍS;AVENIDA KENNEDY, Nº 150;CENTRO;65025001
021914001;AGÊNCIA REGIONAL DO TRABALHO EM ALFENAS;MG;ALFENAS;RUA JUSCELINO BARBOSA, 1514;CENTRO;37130091
021911001;AGENCIA REGIONALM DO TRABALHO EM ALMENARA;MG;ALMENARA;.;;99999999
021920001;AGÊNCIA REGIONAL DO TRABALHO EM ALMENARA;MG;ALMENARA;.;;99999999
112000003;AGENCIA REGIONAL DO TRABALHO EM ALMENARA;MG;ALMENARA;RUA LÍVIO FROES OTONI, 96;NÃO INFORMADO;39900000
021905001;AGÊNCIA REGIONAL DO TRABALHO EM ANDRELÂNDIA;MG;ANDRELÂNDIA;RUA HUMBERTO DE PAULA CAMPOS, 03;ROSÁRIO;37300000
021913001;AGÊNCIA REGIONAL DO TRABALHO EM ARAGUARI;MG;ARAGUARI;AVENIDA QUINCA MARIANO, 253;CENTRO;38440065
021912001;AGÊNCIA REGIONAL DO TRABALHO EM ARAXÁ;MG;ARAXÁ;AVENIDA IMBIARA, 1680;CENTRO;38183244
021920000;GERENCIA REGIONAL DO TRABALHO EM ARAÇUAI;MG;ARAÇUAÍ;.;;99999999
112000010;AGÊNCIA REGIONAL DO TRABALHO EM ARAÇUAÍ;MG;ARAÇUAÍ;TRAVESSA MARIAL TIMO Nº 22/22 A;CENTRO;39600000
021905002;AGÊNCIA REGIONAL DO TRABALHO EM BARBACENA;MG;BARBACENA;RUA TREZE DE MAIO, 42;CENTRO;36200015
021916001;AGÊNCIA DE ATENDIMENTO DE BARBACENA;MG;BARBACENA;INEXISTENTE;;21000000
021909001;AGÊNCIA DE ATENDIMENTO BARAO DE COCAIS;MG;BARÃO DE COCAIS;INEXISTENTE;;35970000
021000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO EM MINAS GERAIS;MG;BELO HORIZONTE;AVENIDA AFONSO PENA, 1316;CENTRO;30130003
021900001;AGÊNCIA REGIONAL DO TRABALHO EM BARREIRO;MG;BELO HORIZONTE;XXX;;99999999
021915000;GERÊNCIA REGIONAL DO TRABALHO EM BETIM;MG;BETIM;RUA DO ROSÁRIO, 200;ANGOLA;32604218
021914002;AGÊNCIA REGIONAL DO TRABALHO EM BOA ESPERANÇA;MG;BOA ESPERANÇA;RUA WILSON DA SILVEIRA LEMOS, 121 2º ANDAR SALA 03;CENTRO;37170000
021906001;AGÊNCIA REGIONAL DO TRABALHO EM BOCAIÚVA;MG;BOCAIÚVA;RUA DESEMBARGADOR VELOSO. 1007;CENTRO;39390000
021902001;AGÊNCIA DE ATENDIMENTO DE BOM DESPACHO;MG;BOM DESPACHO;RUA CHICO DA AFONSINA, 65;;35600000
112000085;AGÊNCIA REGIONAL DO TRABALHO EM BOM DESPACHO;MG;BOM DESPACHO;AV. MARIA DA CONCEIÇÃO DEL DUCA, 150 SL. 05 - 1º ANDAR;JARAGUÁ;35630302
021904001;AGÊNCIA DE ATENDIMENTO DE CAETE;MG;CAETÉ;AV. CARLOS CRUZ, 381;;34800000
021914003;AGÊNCIA REGIONAL DO TRABALHO EM CAMPO BELO;MG;CAMPO BELO;RUA JOAQUIM RIOS, 05;CENTRO;37270000
021903001;AGÊNCIA REGIONAL DO TRABALHO EM CARATINGA;MG;CARATINGA;..;;99999999
021905004;AGÊNCIA REGIONAL DO TRABALHO EM CATAGUASES;MG;CATAGUASES;XXX;;99999999
021914004;AGÊNCIA REGIONAL DO TRABALHO EM CAXAMBÚ;MG;CAXAMBU;RUA DR. VIOTTI, 118 B SALA 103 / 105;CENTRO;37440000
021901002;AGÊNCIA DE ATENDIMENTO DE CONGONHAS;MG;CONGONHAS;PRAÇA SETE DE SETEMBRO, 169;;36404000
021901003;AGÊNCIA DE ATENDIMENTO CONSELHEIRO LAFAIETE;MG;CONSELHEIRO LAFAIETE;AV. TELEFORO CANDIDO DE RESENDE, 72;;36400000
021916000;GERÊNCIA REGIONAL DO TRABALHO EM CONSELHEIRO LAFAIETE;MG;CONSELHEIRO LAFAIETE;RUA TAVARES DE MELO, 555 2º ANDAR;CENTRO;36400059
021901000;GERÊNCIA REGIONAL DO TRABALHO EM CONTAGEM;MG;CONTAGEM;AV. JOSÉ FARIA DA ROCHA, Nº 5531;Eldorado;32310210
021904002;AGÊNCIA DE ATENDIMENTO CORONEL FABRICIANO;MG;CORONEL FABRICIANO;RUA BOA VISTA, 147 SALA 304;;35170080
021917000;GERENCIA REGIONAL DO TRABALHO EM CURVELO;MG;CURVELO;.;;99999999
112000007;AGÊNCIA REGIONAL DO TRABALHO EM CURVELO;MG;CURVELO;AV. INTEGRAÇÃO, Nº 318;CENTRO;35790042
021907002;AGÊNCIA DE ATENDIMENTO DE DIAMANTINA;MG;DIAMANTINA;BECO DA TECLA,58;CENTRO;39100000
021917001;AGÊNCIA REGIONAL DO TRABALHO EM  DIAMANTINA;MG;DIAMANTINA;.;;99999999
112000012;AGÊNCIA REGIONAL DO TRABALHO EM DIAMANTINA;MG;DIAMANTINA;PRAÇA VICENTE DE PAULA FONSECA, Nº 162, SL.102;CENTRO;39100000
021902000;GERÊNCIA REGIONAL DO TRABALHO EM DIVINÓPOLIS;MG;DIVINÓPOLIS;RUA MINAS GERAIS, 1.342;CENTRO;35500007
021902002;AGÊNCIA REGIONAL DO TRABALHO EM FORMIGA;MG;FORMIGA;RUA JOÃO VAZ, 33 SALA 02;CENTRO;35570116
021912002;AGÊNCIA DE ATENDIMENTO DE ARAXA;MG;FRUTAL;RUA COSTA SENA,82;CENTRO;38183190
021903000;GERÊNCIA REGIONAL DO TRABALHO EM GOVERNADOR VALADARES;MG;GOVERNADOR VALADARES;RUA BELO HORIZONTE, 707;CENTRO;35010050
021903002;AGÊNCIA DE ATENDIMENTO DE GUANHAES;MG;GUANHÃES;RUA CONEGO DAVINO, 19;;39740000
021912003;AGÊNCIA DE ATENDIMENTO DE IBIA;MG;IBIÁ;PRAÇA SÃO PEDRO, 143;;38950000
021904000;GERÊNCIA REGIONAL DO TRABALHO EM IPATINGA;MG;IPATINGA;AV. CASTELO BRANCO, 762, 1º ANDAR;HORTO;35160294
021904003;AGÊNCIA REGIONAL DO TRABALHO EM  ITABIRA;MG;ITABIRA;.;;99999999
112000086;AGÊNCIA REGIONAL DO TRABALHO EM ITABIRA;MG;ITABIRA;AVENIDA DAS ROSAS, 410;SÃO PEDRO;35900118
021909002;AGÊNCIA DE ATENDIMENTO DE ITABIRITO;MG;ITABIRITO;AV. QUEIROZ JUNIOR, 216;;35450000
021910001;AGÊNCIA REGIONAL DO TRABALHO EM ITAJUBÁ;MG;ITAJUBÁ;RUA DONA MARIA CARNEIRO,100 SALA 27;BOA VISTA;37505008
021902003;AGÊNCIA REGIONAL DO TRABALHO EM ITAÚNA;MG;ITAÚNA;RUA GODOFREDO GONÇALVES, 451;CENTRO;35680004
021913002;AGÊNCIA REGIONAL DO TRABALHO EM ITUIUTABA;MG;ITUIUTABA;AVENIDA ONZE, 773;CENTRO;38300142
021906003;AGÊNCIA DE ATENDIMENTO DE JANAUBA;MG;JANAÚBA;INEXISTENTE;;39440000
021906004;AGÊNCIA DE ATENDIMENTO DE JANUARIA;MG;JANUÁRIA;INEXISTENTE;;39480000
021904004;AGÊNCIA REGIONAL DO TRABALHO EM JOÃO MONLEVADE;MG;JOÃO MONLEVADE;RUA ALBERTO SCHARLÊ, 95B;ALVORADA;35930022
021905000;GERÊNCIA REGIONAL DO TRABALHO EM JUIZ DE FORA;MG;JUIZ DE FORA;AVENIDA BARÃO DO RIO BRANCO, Nº 372;MANOEL HONÓRIO;36045120
021902004;AGÊNCIA REGIONAL DO TRABALHO EM LAGOA DA PRATA;MG;LAGOA DA PRATA;XXX;;99999999
021901004;AGÊNCIA DE ATENDIMENTO DE LAGOA SANTA;MG;LAGOA SANTA;INEXISTENTE;;33400000
021910003;AGÊNCIA REGIONAL DO TRABALHO EM LAMBARI;MG;LAMBARI;XXX;;99999999
021914006;AGÊNCIA REGIONAL DO TRABALHO EM LAVRAS;MG;LAVRAS;RUA DR. FIRMINO SALES, 340;CENTRO;37200000
021905006;AGÊNCIA DE ATENDIMENTO DE LEOPOLDINA;MG;LEOPOLDINA;RUA DR. ANTONIO OLIVIERA GUIMARAES, 26;;36700000
021908001;AGÊNCIA REGIONAL DO TRABALHO EM MACHADO;MG;MACHADO;XXX;;99999999
021914007;AGÊNCIA DE ATENDIMENTO DE MACHADO;MG;MACHADO;RUA CEL. J. PAULINO (MERCADO PRINCIPAL);;37750000
021909003;AGÊNCIA REGIONAL DO TRABALHO EM MANHUAÇU;MG;MANHUAÇU;RUA PROFESSOR MANOEL DO CARMO,  78;CENTRO;36900000
021907003;AGÊNCIA DE ATENDIMENTO DE MINAS NOVAS;MG;MINAS NOVAS;PRAÇA DR. BADARÓ, 60;CENTRO;39650000
021911002;AGÊNCIA REGIONAL DO TRABALHO EM MINAS  NOVAS;MG;MINAS NOVAS;.;;99999999
112000004;AGÊNCIA REGIONAL DO TRABALHO EM MINAS NOVAS.;MG;MINAS NOVAS;PRAÇA DR. BADARÓ, 60;Centro;39650000
112000088;AGÊNCIA REGIONAL DO TRABALHO EM MINAS NOVAS;MG;MINAS NOVAS;PRAÇA DR. BADARÓ, 60;CENTRO;39650000
021906002;AGÊNCIA REGIONAL DO TRABALHO EM MONTE AZUL;MG;MONTE AZUL;XXX;;99999999
021913003;AGÊNCIA DE ATENDIMENTO DE MONTE CARMELO;MG;MONTE CARMELO;RUA RAUL SOARES, 67;;38500000
021906000;GERÊNCIA REGIONAL DO TRABALHO EM MONTES CLAROS;MG;MONTES CLAROS;PRAÇA DR. CARLOS VERSIANI, 55;CENTRO;39400612
021905007;AGÊNCIA DE ATENDIMENTO DE MURIAE;MG;MURIAÉ;RUA DR. SILVA BRUM, 86 SALA 11;;36880000
021908002;AGÊNCIA DE ATENDIMENTO DE MUZAMBINHO;MG;MUZAMBINHO;RUA PROF. SALATIAL DA AMERICA, S/N;;37890000
021911003;AGÊNCIA DE ATENDIMENTO DE NANUQUE;MG;NANUQUE;RUA ARAÇUAI, 237;;39860000
021901001;AGÊNCIA REGIONAL DO TRABALHO EM NOVA  LIMA;MG;NOVA LIMA;.;;99999999
021901005;AGÊNCIA DE ATENDIMENTO DE NOVA LIMA;MG;NOVA LIMA;PRAÇA CEL. ARISTIDES, 15 SALA 28;;34000000
112000084;AGÊNCIA REGIONAL DO TRABALHO EM NOVA LIMA;MG;NOVA LIMA;RUA CHALMERS, 88;CENTRO;34000000
021902005;AGÊNCIA REGIONAL DO TRABALHO EM OLIVEIRA;MG;OLIVEIRA;RUA VIGÁRIO JOSÉ TEODORO, 201 SALA 03;CENTRO;35540000
021901006;AGÊNCIA DE ATENDIMENTO DE OURO BRANCO;MG;OURO BRANCO;RUA JOSE GERALDO, 163-B;;36406000
021916002;AGÊNCIA DE ATENDIMENTO DE OURO BRANCO;MG;OURO BRANCO;INEXISTENTE;;21000000
021910002;AGÊNCIA REGIONAL DO TRABALHO EM OURO FINO;MG;OURO FINO;XXX;;99999999
021909004;AGÊNCIA DE ATENDIMENTO DE OURO PRETO;MG;OURO PRETO;RUA CONDE DE BOBADELA, 180;CENTRO;35400000
021916004;AGÊNCIA REGIONAL DO TRABALHO EM OURO PRETO;MG;OURO PRETO;R. PE. ROLIM 661 - (PISO INTERM. TERM. RODOVIÁRIO);CENTRO;35400000
021907001;AGÊNCIA DE ATENDIMENTO DE PARACATU;MG;PARACATU;RUA AMERICO MACEDO, 72;;38600000
021918000;GERÊNCIA REGIONAL DO TRABALHO EM PARACATU;MG;PARACATU;RUA ROBERTO WACHSMUTH, 111;CENTRO;38600176
021907004;AGÊNCIA DE ATENDIMENTO DE PARAOPEBA;MG;PARAOPEBA;PRAÇA MANOEL ANTONIO DA SILVA, 296 FDS;;35774000
021902006;AGÊNCIA DE ATENDIMENTO DE PARA DE MINAS;MG;PARÁ DE MINAS;RUA BENEDITO VALADARES, 266;;35660000
021910005;AGÊNCIA REGIONAL DO TRABALHO EM PASSA QUATRO;MG;PASSA QUATRO;.;;88888888
021914008;AGÊNCIA DE ATENDIMENTO DE PASSA QUATRO;MG;PASSA QUATRO;RUA CONEGO OLAVO, 47;;37460000
021908003;AGÊNCIA REGIONAL DO TRABALHO EM PASSOS;MG;PASSOS;RUA DOS ENGENHEIROS, 199;CENTRO;37900020
021907000;GERENCIA REGIONAL DO TRABALHO EM PATOS DE MINAS;MG;PATOS DE MINAS;.;;99999999
112000008;AGÊNCIA REGIONAL DO TRABALHO EM PATOS DE MINAS;MG;PATOS DE MINAS;RUA JOSÉ DE SANTANA, Nº. 506, 1º ANDAR, SALAS 101 A 105;CENTRO;38700052
021913004;AGÊNCIA DE ATENDIMENTO DE PATROCINIO;MG;PATROCÍNIO;RUA HONORATO BORGES, 755;;38740000
021901007;AGÊNCIA DE ATENDIMENTO DE PEDRO LEOPOLDO;MG;PEDRO LEOPOLDO;RUA CRISTIANO OTONI, 555;;33600000
021919001;AGÊNCIA REGIONAL DO TRABALHO EM PEDRO  LEOPOLDO;MG;PEDRO LEOPOLDO;.;;99999999
112000013;AGENCIA REGIONAL DO TRABALHO EM PEDRO LEOPOLDO;MG;PEDRO LEOPOLDO;RUA DR. ROCHA, Nº 1.167;Centro;33600000
112000087;AGÊNCIA REGIONAL DO TRABALHO EM PEDRO LEOPOLDO;MG;PEDRO LEOPOLDO;RUA DR. ROCHA, 1.167;CENTRO;33250036
021914009;AGÊNCIA REGIONAL DO TRABALHO EM PERDÕES;MG;PERDÕES;RUA XAVANTE, 40;SÃO FRANCISCO;37260000
021902008;AGÊNCIA DE ATENDIMENTO DE PIAUI;MG;PIAU;INEXISTENTE;;37250000
021906005;AGÊNCIA REGIONAL DO TRABALHO EM PIRAPORA;MG;PIRAPORA;AVENIDA COMANDANTE SANTIAGO DANTAS, 97;CENTRO;39270000
021902007;AGÊNCIA DE ATENDIMENTO DE PITANGUI;MG;PITANGUI;PRAÇA DA CAMAR, 22;;35650000
021909000;GERÊNCIA REGIONAL DO TRABALHO EM PONTE NOVA;MG;PONTE NOVA;RUA OLEGÁRIO MACIEL, 39;CENTRO;35430015
021910000;GERÊNCIA REGIONAL DO TRABALHO EM POUSO ALEGRE;MG;POUSO ALEGRE;RUA ADOLFO OLINTO, 316;CENTRO;37550118
021908000;GERÊNCIA REGIONAL DO TRABALHO EM POÇOS DE CALDAS;MG;POÇOS DE CALDAS;AVENIDA JOSÉ REMÍGIO PRÉZIA, 180;JARDIM DOS ESTADOS;37701102
021913005;AGÊNCIA REGIONAL DO TRABALHO EM PRATA;MG;PRATA;XXX;;99999999
021909005;AGÊNCIA DE ATENDIMENTO DE RIO CASCA;MG;RIO CASCA;AV. SENADOR CUPERTINO, 13;;35370000
021905011;AGÊNCIA REGIONAL DO TRABALHO EM RIO POMBA;MG;RIO POMBA;RUA PADRE MANOEL, 63 LOJA 09;CENTRO;36180000
021909006;AGÊNCIA DE ATENDIMENTO DE RIO POMBA;MG;RIO POMBA;PRAÇA RAUL SOARES, 15;;36180000
021901008;AGÊNCIA DE ATENDIMENTO DE SABARA;MG;SABARÁ;PRAÇA MELO VIANA. S/N;;34505300
021901009;AGÊNCIA DE ATENDIMENTO DE SANTA LUZIA;MG;SANTA LUZIA;RUA MARECHAL HERMES DA FONSECA, S/N;BOA ESPERANCA;33035200
021919003;AGÊNCIA REGIONAL DO TRABALHO EM SANTA  LUZIA;MG;SANTA LUZIA;.;;99999999
112000011;AGÊNCIA REGIONAL DO TRABALHO EM SANTA LUZIA;MG;SANTA LUZIA;RUA DIREITA, 173;CENTRO;33010000
021910004;AGÊNCIA REGIONAL DO TRABALHO EM SANTA RITA DO SAPUCAÍ;MG;SANTA RITA DO SAPUCAÍ;ALAMEDA JOSÉ CLETO DUARTE, 57;CENTRO;37540000
021905008;AGÊNCIA REGIONAL DO TRABALHO EM SANTOS DUMONT;MG;SANTOS DUMONT;RUA MANOEL DE PAULA, 20 1º ANDAR SALA 301 / 302;CENTRO;36240000
021900002;AGÊNCIA DE ATENDIMENTO DE CAETE;MG;SETE LAGOAS;INEXISTENTE;;35700000
021919000;GERENCIA REGIONAL DO TRABALHO EM SETE LAGOAS;MG;SETE LAGOAS;.;;99999999
112000009;AGÊNCIA REGIONAL DO TRABALHO EM SETE LAGOAS;MG;SETE LAGOAS;RUA TEÓFILO OTONI, Nº 135;CHÁCARA DO PAIVA;35700007
021914005;AGÊNCIA REGIONAL DO TRABALHO EM SÃO GONÇALO DO SAPUCAÍ;MG;SÃO GONÇALO DO SAPUCAÍ;.;;88888888
021905009;AGÊNCIA DE ATENDIMENTO SAO JOAO DEL REI;MG;SÃO JOÃO DEL REI;RUA MINISTRO GABRIEL KPASSOS, 199 FUNDOS;;36240000
021916003;AGÊNCIA REGIONAL DO TRABALHO EM SÃO JOÃO DEL REI;MG;SÃO JOÃO DEL REI;RUA HERMÍLIO ALVES, 112;CENTRO;36307328
021905010;AGÊNCIA DE ATENDIMENTO SAO JOAO NEPOMUCENO;MG;SÃO JOÃO NEPOMUCENO;RUA GOVERNADOR VALADARES, 15;;36680000
021910006;AGÊNCIA REGIONAL DO TRABALHO EM SÃO LOURENÇO;MG;SÃO LOURENÇO;RUA JOSÉ COSTA SOARES, 58;CENTRO;37470000
021914010;AGÊNCIA DE ATENDIMENTO DE SAO LOURENCO;MG;SÃO LOURENÇO;PRAÇA DUQUE DE CAXIAS, 61;;37470000
021908004;AGÊNCIA REGIONAL DO TRABALHO EM SÃO SEBASTIÃO DO PARAÍSO;MG;SÃO SEBASTIÃO DO PARAÍSO;.;;99999999
021911000;GERENCIA REGIONAL DO TRABALHO EM TEOFILO OTONI;MG;TEÓFILO OTONI;ENDEREÇO ...;Bairro ...;99999999
112000005;AGÊNCIA REGIONAL DO TRABALHO EM TEÓFILO  OTONI;MG;TEÓFILO OTONI;RUA LÍBIO CARLOS DE OLIVEIRA, 226;Marajoara;39803139
112000089;AGÊNCIA REGIONAL DO TRABALHO EM TEÓFILO OTONI;MG;TEÓFILO OTONI;AVENIDA ALBERTO LAENDER, 55;SÃO DIOGO;39803008
021904005;AGÊNCIA DE ATENDIMENTO DE TIMOTEO;MG;TIMÓTEO;AV. ACESITA, 215 (CENTRO SOCIAL URBANO);;35180000
021914011;AGÊNCIA REGIONAL DO TRABALHO EM TRÊS CORAÇÕES;MG;TRÊS CORAÇÕES;RUA CORONEL ALFREDO SILVA JUNQUEIRA, 57;CENTRO;37410121
021914012;AGÊNCIA REGIONAL DO TRABALHO EM TRÊS PONTAS;MG;TRÊS PONTAS;RUA MINAS GERAIS, 144;CENTRO;37190000
021912000;GERÊNCIA REGIONAL DO TRABALHO EM UBERABA;MG;UBERABA;RUA ENGENHEIRO FOZI KALIL ABRAHÃO, 115;MERCÊS;38060010
021913000;GERÊNCIA REGIONAL DO TRABALHO EM UBERLÂNDIA;MG;UBERLÂNDIA;AVENIDA DR. LAERTE VIEIRA GONÇALVES, 900;SANTA MÔNICA;38408176
021905003;AGÊNCIA REGIONAL DO TRABALHO EM UBÁ;MG;UBÁ;AVENIDA CRISTIANO ROÇAS, 163  CASA DO EMPREENDEDOR;CENTRO;36500017
021909007;AGÊNCIA DE ATENDIMENTO DE UBA;MG;UBÁ;RUA SANTA CRUZ, 169 - 2 ANDAR;;36500000
014900010;AGÊNCIA DE ATENDIMENTO DE UNAI;MG;UNAÍ;INEXISTENTE;;70750000
021918001;AGÊNCIA REGIONAL DO TRABALHO EM UNAÍ;MG;UNAÍ;RUA DJALMA TORRES, 251 LOJAS 01 E 02;CENTRO;38610000
021914000;GERÊNCIA REGIONAL DO TRABALHO EM VARGINHA;MG;VARGINHA;RUA DEPUTADO RIBEIRO DE RESENDE, 359;CENTRO;37002100
021905005;AGÊNCIA REGIONAL DO TRABALHO EM VISCONDE DO RIO BRANCO;MG;VISCONDE DO RIO BRANCO;XXXX;XXXX;99999999
021909009;AGÊNCIA DE ATENDIMENTO VISCONDE DO RIO BRANCO;MG;VISCONDE DO RIO BRANCO;PRAÇA 28 DE SETEMBRO, S/N;;36520000
021909008;AGÊNCIA REGIONAL DO TRABALHO EM VIÇOSA;MG;VIÇOSA;PRAÇA MAESTRO HERVE CORDOVIL, 48 A;CENTRO;36570053
017900001;AGÊNCIA REGIONAL DO TRABALHO EM AQUIDAUANA;MS;AQUIDAUANA;.;;99999999
017000000;SUPERINTENDÊNCIA REGIONAL DO TRABALHO NO MATO GROSSO DO SUL;MS;CAMPO GRANDE;RUA 13 DE MAIO, 3250;CENTRO;79002356
017900002;AGÊNCIA REGIONAL DO TRABALHO EM CORUMBÁ;MS;CORUMBÁ;RUA DELAMARE, 1575;;79330040
017901000;GERÊNCIA REGIONAL DO TRABALHO EM DOURADOS;MS;DOURADOS;R. PONTA PORÃ, 3095;;79823070
