codigo;nr;gradacao
231493-2;NR-31;I3
231494-0;NR-31;I3
231495-9;NR-31;I3
231496-7;NR-31;I3
231497-5;NR-31;I2
231498-3;NR-31;I3
231499-1;NR-31;I2
231500-9;NR-31;I2
231501-7;NR-31;I3
231502-5;NR-31;I1
231503-3;NR-31;I3
231504-1;NR-31;I3
231505-0;NR-31;I2
231506-8;NR-31;I3
231507-6;NR-31;I3
231508-4;NR-31;I3
231509-2;NR-31;I3
231510-6;NR-31;I3
231511-4;NR-31;I3
231512-2;NR-31;I3
231513-0;NR-31;I3
231514-9;NR-31;I2
231515-7;NR-31;I2
231516-5;NR-31;I2
231517-3;NR-31;I2
231518-1;NR-31;I2
231519-0;NR-31;I2
231520-3;NR-31;I3
231521-1;NR-31;I3
231522-0;NR-31;I3
231523-8;NR-31;I3
231524-6;NR-31;I3
231525-4;NR-31;I2
231526-2;NR-31;I3
231527-0;NR-31;I2
231528-9;NR-31;I3
231529-7;NR-31;I3
231530-0;NR-31;I2
231531-9;NR-31;I3
231532-7;NR-31;I2
231533-5;NR-31;I3
231534-3;NR-31;I3
231535-1;NR-31;I2
231536-0;NR-31;I2
231537-8;NR-31;I3
231538-6;NR-31;I2
231539-4;NR-31;I3
231540-8;NR-31;I2
231541-6;NR-31;I2
231542-4;NR-31;I1
231543-2;NR-31;I3
231544-0;NR-31;I3
231545-9;NR-31;I3
231546-7;NR-31;I3
231547-5;NR-31;I3
231548-3;NR-31;I3
231549-1;NR-31;I3
231550-5;NR-31;I2
231551-3;NR-31;I2
231552-1;NR-31;I2
231553-0;NR-31;I3
231554-8;NR-31;I3
231555-6;NR-31;I2
231556-4;NR-31;I3
231557-2;NR-31;I3
231558-0;NR-31;I3
231559-9;NR-31;I3
231560-2;NR-31;I3
231561-0;NR-31;I3
231562-9;NR-31;I3
231563-7;NR-31;I3
231564-5;NR-31;I3
231565-3;NR-31;I3
231566-1;NR-31;I3
231567-0;NR-31;I3
231568-8;NR-31;I3
231569-6;NR-31;I3
231570-0;NR-31;I3
231571-8;NR-31;I3
231572-6;NR-31;I2
231573-4;NR-31;I2
231574-2;NR-31;I2
231575-0;NR-31;I2
231576-9;NR-31;I2
231577-7;NR-31;I3
231578-5;NR-31;I3
231579-3;NR-31;I3
231580-7;NR-31;I3
231581-5;NR-31;I3
231582-3;NR-31;I3
231583-1;NR-31;I3
231584-0;NR-31;I3
231585-8;NR-31;I3
231586-6;NR-31;I3
231587-4;NR-31;I3
231588-2;NR-31;I2
231589-0;NR-31;I2
231590-4;NR-31;I2
231591-2;NR-31;I3
231592-0;NR-31;I3
231593-9;NR-31;I3
231594-7;NR-31;I3
231595-5;NR-31;I3
231596-3;NR-31;I3
231597-1;NR-31;I3
231598-0;NR-31;I3
231599-8;NR-31;I3
231600-5;NR-31;I3
231601-3;NR-31;I3
231602-1;NR-31;I3
231603-0;NR-31;I3
231604-8;NR-31;I3
231605-6;NR-31;I3
231606-4;NR-31;I3
231607-2;NR-31;I3
231608-0;NR-31;I3
231609-9;NR-31;I3
231610-2;NR-31;I2
231611-0;NR-31;I3
231612-9;NR-31;I3
231613-7;NR-31;I2
231614-5;NR-31;I3
231615-3;NR-31;I2
231616-1;NR-31;I3
231617-0;NR-31;I3
231618-8;NR-31;I3
231619-6;NR-31;I2
231620-0;NR-31;I3
231621-8;NR-31;I3
231622-6;NR-31;I3
231623-4;NR-31;I3
231624-2;NR-31;I3
231625-0;NR-31;I2
231626-9;NR-31;I3
231627-7;NR-31;I3
231628-5;NR-31;I3
231629-3;NR-31;I3
231630-7;NR-31;I3
231631-5;NR-31;I3
231632-3;NR-31;I3
231633-1;NR-31;I3
231634-0;NR-31;I3
231635-8;NR-31;I3
231636-6;NR-31;I3
231637-4;NR-31;I3
231638-2;NR-31;I2
231639-0;NR-31;I3
231640-4;NR-31;I3
231641-2;NR-31;I3
231642-0;NR-31;I3
231643-9;NR-31;I3
231644-7;NR-31;I3
231645-5;NR-31;I3
231646-3;NR-31;I3
231647-1;NR-31;I3
231648-0;NR-31;I3
231649-8;NR-31;I3
231650-1;NR-31;I3
231651-0;NR-31;I2
231652-8;NR-31;I3
231653-6;NR-31;I3
231654-4;NR-31;I3
231655-2;NR-31;I3
231656-0;NR-31;I3
231657-9;NR-31;I3
231658-7;NR-31;I3
231659-5;NR-31;I3
231660-9;NR-31;I3
231661-7;NR-31;I3
231662-5;NR-31;I3
231663-3;NR-31;I3
231664-1;NR-31;I3
231665-0;NR-31;I3
231666-8;NR-31;I3
231667-6;NR-31;I3
231668-4;NR-31;I3
231669-2;NR-31;I3
231670-6;NR-31;I3
231671-4;NR-31;I3
231672-2;NR-31;I3
231673-0;NR-31;I3
231674-9;NR-31;I3
231675-7;NR-31;I3
231676-5;NR-31;I3
231677-3;NR-31;I3
231678-1;NR-31;I3
231679-0;NR-31;I3
231680-3;NR-31;I3
231681-1;NR-31;I3
231682-0;NR-31;I3
231683-8;NR-31;I3
231684-6;NR-31;I3
231685-4;NR-31;I3
231686-2;NR-31;I3
231687-0;NR-31;I3
231688-9;NR-31;I3
231689-7;NR-31;I3
231690-0;NR-31;I3
231691-9;NR-31;I3
231692-7;NR-31;I3
231693-5;NR-31;I2
231694-3;NR-31;I2
231695-1;NR-31;I2
231696-0;NR-31;I3
231697-8;NR-31;I2
231698-6;NR-31;I2
231699-4;NR-31;I2
231700-1;NR-31;I2
231701-0;NR-31;I2
231702-8;NR-31;I2
231703-6;NR-31;I2
231704-4;NR-31;I3
231705-2;NR-31;I3
231706-0;NR-31;I3
312309-0;NR-12;I3
312310-3;NR-12;I2
312311-1;NR-12;I4
312312-0;NR-12;I4
312313-8;NR-12;I2
312314-6;NR-12;I3
312315-4;NR-12;I3
312316-2;NR-12;I3
312317-0;NR-12;I2
312318-9;NR-12;I3
312319-7;NR-12;I2
312320-0;NR-12;I3
312321-9;NR-12;I3
312322-7;NR-12;I4
312323-5;NR-12;I4
312324-3;NR-12;I4
312325-1;NR-12;I4
312327-8;NR-12;I3
312328-6;NR-12;I4
312329-4;NR-12;I3
312330-8;NR-12;I4
312331-6;NR-12;I4
312332-4;NR-12;I4
312333-2;NR-12;I4
312334-0;NR-12;I4
312335-9;NR-12;I4
312336-7;NR-12;I4
312337-5;NR-12;I4
312338-3;NR-12;I3
312339-1;NR-12;I3
312340-5;NR-12;I4
312341-3;NR-12;I4
312342-1;NR-12;I4
312343-0;NR-12;I4
312344-8;NR-12;I4
312345-6;NR-12;I4
312346-4;NR-12;I4
312347-2;NR-12;I4
312348-0;NR-12;I4
312349-9;NR-12;I4
312350-2;NR-12;I1
312351-0;NR-12;I2
312352-9;NR-12;I2
312353-7;NR-12;I2
312354-5;NR-12;I2
312355-3;NR-12;I2
312356-1;NR-12;I2
312357-0;NR-12;I2
312358-8;NR-12;I4
312359-6;NR-12;I3
312360-0;NR-12;I3
312361-8;NR-12;I3
312362-6;NR-12;I3
312363-4;NR-12;I3
312364-2;NR-12;I3
312365-0;NR-12;I3
312366-9;NR-12;I2
312367-7;NR-12;I2
312368-5;NR-12;I2
312369-3;NR-12;I2
312370-7;NR-12;I2
312371-5;NR-12;I2
312372-3;NR-12;I2
312373-1;NR-12;I2
312374-0;NR-12;I2
312375-8;NR-12;I2
312376-6;NR-12;I2
312377-4;NR-12;I2
312378-2;NR-12;I4
312379-0;NR-12;I4
312380-4;NR-12;I1
312381-2;NR-12;I4
312382-0;NR-12;I2
312383-9;NR-12;I3
312384-7;NR-12;I3
312385-5;NR-12;I3
312386-3;NR-12;I3
312387-1;NR-12;I3
312388-0;NR-12;I2
312389-8;NR-12;I4
312390-1;NR-12;I4
312391-0;NR-12;I4
312392-8;NR-12;I4
312393-6;NR-12;I4
312394-4;NR-12;I4
312395-2;NR-12;I4
312396-0;NR-12;I3
312397-9;NR-12;I4
312398-7;NR-12;I3
312401-0;NR-12;I3
312402-9;NR-12;I3
312403-7;NR-12;I2
312404-5;NR-12;I4
312405-3;NR-12;I4
312406-1;NR-12;I4
312408-8;NR-12;I4
312409-6;NR-12;I4
312410-0;NR-12;I4
312411-8;NR-12;I4
312412-6;NR-12;I3
312413-4;NR-12;I3
312414-2;NR-12;I3
312415-0;NR-12;I3
312416-9;NR-12;I3
312417-7;NR-12;I3
312418-5;NR-12;I3
312419-3;NR-12;I4
312420-7;NR-12;I4
312421-5;NR-12;I3
312422-3;NR-12;I3
312423-1;NR-12;I3
312424-0;NR-12;I3
312425-8;NR-12;I3
312426-6;NR-12;I3
312427-4;NR-12;I3
312429-0;NR-12;I3
312430-4;NR-12;I3
312431-2;NR-12;I4
312432-0;NR-12;I3
312434-7;NR-12;I4
312436-3;NR-12;I1
312437-1;NR-12;I4
312438-0;NR-12;I4
312439-8;NR-12;I3
312440-1;NR-12;I3
312441-0;NR-12;I3
312442-8;NR-12;I3
312443-6;NR-12;I3
312444-4;NR-12;I3
312445-2;NR-12;I3
312446-0;NR-12;I3
312447-9;NR-12;I3
312448-7;NR-12;I3
312449-5;NR-12;I3
312450-9;NR-12;I3
312451-7;NR-12;I3
312452-5;NR-12;I3
312453-3;NR-12;I3
312454-1;NR-12;I3
312455-0;NR-12;I2
312456-8;NR-12;I2
312457-6;NR-12;I2
312458-4;NR-12;I2
312459-2;NR-12;I2
312460-6;NR-12;I2
312461-4;NR-12;I3
312462-2;NR-12;I3
312463-0;NR-12;I2
312464-9;NR-12;I2
312465-7;NR-12;I4
312466-5;NR-12;I4
312467-3;NR-12;I3
312468-1;NR-12;I3
312469-0;NR-12;I4
312470-3;NR-12;I3
312471-1;NR-12;I3
312472-0;NR-12;I3
312473-8;NR-12;I4
312474-6;NR-12;I3
312475-4;NR-12;I2
312476-2;NR-12;I2
312477-0;NR-12;I2
312478-9;NR-12;I2
312479-7;NR-12;I2
312480-0;NR-12;I2
312481-9;NR-12;I2
312482-7;NR-12;I2
312483-5;NR-12;I2
312484-3;NR-12;I2
312485-1;NR-12;I2
312486-0;NR-12;I2
312487-8;NR-12;I2
312488-6;NR-12;I2
312489-4;NR-12;I2
312490-8;NR-12;I2
312491-6;NR-12;I2
312492-4;NR-12;I2
312493-2;NR-12;I2
312494-0;NR-12;I3
312495-9;NR-12;I2
312496-7;NR-12;I4
312497-5;NR-12;I4
312498-3;NR-12;I4
312499-1;NR-12;I4
312500-9;NR-12;I3
312501-7;NR-12;I2
312502-5;NR-12;I2
312503-3;NR-12;I2
312504-1;NR-12;I2
312505-0;NR-12;I2
312509-2;NR-12;I2
312510-6;NR-12;I2
312511-4;NR-12;I2
312512-2;NR-12;I2
312518-1;NR-12;I2
312519-0;NR-12;I2
312520-3;NR-12;I2
312521-1;NR-12;I2
312522-0;NR-12;I3
312523-8;NR-12;I3
312524-6;NR-12;I3
312525-4;NR-12;I3
312526-2;NR-12;I3
312527-0;NR-12;I2
312530-0;NR-12;I4
312531-9;NR-12;I4
312532-7;NR-12;I2
312533-5;NR-12;I3
312534-3;NR-12;I3
312535-1;NR-12;I4
312536-0;NR-12;I1
312537-8;NR-12;I2
312538-6;NR-12;I4
312539-4;NR-12;I4
312540-8;NR-12;I4
312541-6;NR-12;I4
312542-4;NR-12;I4
312543-2;NR-12;I4
312544-0;NR-12;I3
312545-9;NR-12;I4
312546-7;NR-12;I4
312547-5;NR-12;I4
312548-3;NR-12;I3
312549-1;NR-12;I3
312550-5;NR-12;I2
312551-3;NR-12;I4
312552-1;NR-12;I4
312553-0;NR-12;I3
312554-8;NR-12;I2
312555-6;NR-12;I2
312556-4;NR-12;I2
312557-2;NR-12;I2
312558-0;NR-12;I4
312559-9;NR-12;I4
312560-2;NR-12;I4
312561-0;NR-12;I4
312562-9;NR-12;I4
312563-7;NR-12;I4
312564-5;NR-12;I4
312565-3;NR-12;I4
312566-1;NR-12;I4
312567-0;NR-12;I4
312568-8;NR-12;I4
312569-6;NR-12;I4
312570-0;NR-12;I4
312571-8;NR-12;I4
312572-6;NR-12;I4
312573-4;NR-12;I4
312574-2;NR-12;I3
312575-0;NR-12;I4
312576-9;NR-12;I4
312577-7;NR-12;I4
312578-5;NR-12;I4
312579-3;NR-12;I3
312580-7;NR-12;I4
312581-5;NR-12;I4
312582-3;NR-12;I4
312583-1;NR-12;I4
312584-0;NR-12;I4
312585-8;NR-12;I4
312586-6;NR-12;I4
312587-4;NR-12;I4
312588-2;NR-12;I4
312589-0;NR-12;I4
312590-4;NR-12;I4
312591-2;NR-12;I4
312592-0;NR-12;I4
312593-9;NR-12;I4
312594-7;NR-12;I4
312595-5;NR-12;I4
312596-3;NR-12;I4
312597-1;NR-12;I4
312598-0;NR-12;I3
312599-8;NR-12;I4
312600-5;NR-12;I4
312601-3;NR-12;I4
312602-1;NR-12;I4
312603-0;NR-12;I4
312604-8;NR-12;I4
312605-6;NR-12;I4
312606-4;NR-12;I4
312607-2;NR-12;I3
312608-0;NR-12;I4
312609-9;NR-12;I4
312610-2;NR-12;I4
312611-0;NR-12;I4
312612-9;NR-12;I4
312613-7;NR-12;I4
312614-5;NR-12;I4
312615-3;NR-12;I4
312616-1;NR-12;I4
312617-0;NR-12;I4
312618-8;NR-12;I4
312619-6;NR-12;I4
312620-0;NR-12;I4
312621-8;NR-12;I4
312622-6;NR-12;I3
312623-4;NR-12;I3
312624-2;NR-12;I4
312625-0;NR-12;I4
312626-9;NR-12;I4
312627-7;NR-12;I4
312628-5;NR-12;I4
312629-3;NR-12;I4
312630-7;NR-12;I3
312631-5;NR-12;I4
312632-3;NR-12;I3
312633-1;NR-12;I4
312634-0;NR-12;I4
312635-8;NR-12;I4
312636-6;NR-12;I4
312637-4;NR-12;I3
312638-2;NR-12;I4
312639-0;NR-12;I4
312640-4;NR-12;I4
312641-2;NR-12;I4
312642-0;NR-12;I4
312643-9;NR-12;I4
312644-7;NR-12;I4
312645-5;NR-12;I4
312646-3;NR-12;I4
312647-1;NR-12;I4
312648-0;NR-12;I4
312649-8;NR-12;I4
312650-1;NR-12;I3
312651-0;NR-12;I3
312652-8;NR-12;I4
312653-6;NR-12;I4
312654-4;NR-12;I4
312655-2;NR-12;I4
312656-0;NR-12;I4
312657-9;NR-12;I3
312658-7;NR-12;I3
312659-5;NR-12;I4
312660-9;NR-12;I3
312661-7;NR-12;I3
312662-5;NR-12;I3
312663-3;NR-12;I4
312664-1;NR-12;I4
312665-0;NR-12;I4
312666-8;NR-12;I4
312667-6;NR-12;I4
312668-4;NR-12;I4
312669-2;NR-12;I4
312670-6;NR-12;I4
312671-4;NR-12;I4
312672-2;NR-12;I4
312673-0;NR-12;I4
312674-9;NR-12;I4
312675-7;NR-12;I4
312676-5;NR-12;I4
312677-3;NR-12;I4
312678-1;NR-12;I4
312679-0;NR-12;I4
312680-3;NR-12;I4
312681-1;NR-12;I4
312682-0;NR-12;I4
312683-8;NR-12;I4
312684-6;NR-12;I3
312685-4;NR-12;I3
312686-2;NR-12;I4
312687-0;NR-12;I4
312688-9;NR-12;I3
312689-7;NR-12;I3
312690-0;NR-12;I4
312691-9;NR-12;I3
312692-7;NR-12;I3
312693-5;NR-12;I3
312694-3;NR-12;I3
312695-1;NR-12;I3
312696-0;NR-12;I3
312697-8;NR-12;I3
312698-6;NR-12;I4
312699-4;NR-12;I2
312700-1;NR-12;I3
312701-0;NR-12;I4
312702-8;NR-12;I4
312703-6;NR-12;I4
312704-4;NR-12;I3
312705-2;NR-12;I4
312706-0;NR-12;I4
312707-9;NR-12;I4
312708-7;NR-12;I4
312709-5;NR-12;I4
312710-9;NR-12;I4
312711-7;NR-12;I4
312712-5;NR-12;I4
312713-3;NR-12;I4
312714-1;NR-12;I4
312715-0;NR-12;I4
312716-8;NR-12;I4
312717-6;NR-12;I4
312718-4;NR-12;I4
312719-2;NR-12;I4
312720-6;NR-12;I4
312721-4;NR-12;I3
312722-2;NR-12;I4
312723-0;NR-12;I4
312724-9;NR-12;I3
312725-7;NR-12;I3
312726-5;NR-12;I4
312727-3;NR-12;I4
312728-1;NR-12;I4
312729-0;NR-12;I4
312730-3;NR-12;I3
312731-1;NR-12;I4
312732-0;NR-12;I4
312733-8;NR-12;I4
312734-6;NR-12;I4
312735-4;NR-12;I4
312736-2;NR-12;I3
312737-0;NR-12;I4
312738-9;NR-12;I4
312739-7;NR-12;I4
312740-0;NR-12;I4
312741-9;NR-12;I4
312742-7;NR-12;I4
312743-5;NR-12;I4
312744-3;NR-12;I4
312745-1;NR-12;I4
312746-0;NR-12;I4
312747-8;NR-12;I4
312748-6;NR-12;I4
312749-4;NR-12;I4
312750-8;NR-12;I4
312751-6;NR-12;I4
312752-4;NR-12;I4
312753-2;NR-12;I4
312754-0;NR-12;I4
312755-9;NR-12;I4
312756-7;NR-12;I4
312757-5;NR-12;I4
312758-3;NR-12;I4
312759-1;NR-12;I4
312760-5;NR-12;I4
312761-3;NR-12;I4
312762-1;NR-12;I4
312763-0;NR-12;I4
312764-8;NR-12;I4
312765-6;NR-12;I4
312766-4;NR-12;I3
312767-2;NR-12;I3
312768-0;NR-12;I3
312769-9;NR-12;I3
312770-2;NR-12;I3
312771-0;NR-12;I3
312772-9;NR-12;I3
312773-7;NR-12;I3
312774-5;NR-12;I3
312775-3;NR-12;I3
312776-1;NR-12;I4
312777-0;NR-12;I3
312778-8;NR-12;I3
312779-6;NR-12;I4
312780-0;NR-12;I3
312781-8;NR-12;I4
312782-6;NR-12;I4
312783-4;NR-12;I3
312784-2;NR-12;I3
312785-0;NR-12;I4
312786-9;NR-12;I4
312787-7;NR-12;I4
312788-5;NR-12;I4
312789-3;NR-12;I4
312790-7;NR-12;I3
312791-5;NR-12;I3
312792-3;NR-12;I3
312793-1;NR-12;I3
312794-0;NR-12;I3
312795-8;NR-12;I3
312796-6;NR-12;I3
312797-4;NR-12;I4
312798-2;NR-12;I4
312799-0;NR-12;I4
312800-8;NR-12;I4
312801-6;NR-12;I4
312802-4;NR-12;I4
312803-2;NR-12;I3
312804-0;NR-12;I3
312805-9;NR-12;I3
312806-7;NR-12;I3
312807-5;NR-12;I4
312808-3;NR-12;I4
312809-1;NR-12;I4
312810-5;NR-12;I3
312811-3;NR-12;I3
312812-1;NR-12;I4
312813-0;NR-12;I4
312814-8;NR-12;I4
312815-6;NR-12;I3
312816-4;NR-12;I3
312817-2;NR-12;I4
312818-0;NR-12;I4
312819-9;NR-12;I4
312820-2;NR-12;I3
312821-0;NR-12;I4
312822-9;NR-12;I3
312823-7;NR-12;I3
312824-5;NR-12;I4
312825-3;NR-12;I3
312826-1;NR-12;I4
312827-0;NR-12;I3
312828-8;NR-12;I4
312829-6;NR-12;I4
312830-0;NR-12;I4
312831-8;NR-12;I4
312832-6;NR-12;I3
312833-4;NR-12;I4
312834-2;NR-12;I4
312835-0;NR-12;I3
312836-9;NR-12;I4
312837-7;NR-12;I4
312838-5;NR-12;I4
312839-3;NR-12;I3
312840-7;NR-12;I3
312841-5;NR-12;I3
312842-3;NR-12;I4
312843-1;NR-12;I3
312844-0;NR-12;I4
312845-8;NR-12;I4
312846-6;NR-12;I2
312847-4;NR-12;I4
312848-2;NR-12;I4
312849-0;NR-12;I3
312850-4;NR-12;I4
312851-2;NR-12;I4
312852-0;NR-12;I4
312853-9;NR-12;I3
312854-7;NR-12;I4
312855-5;NR-12;I3
312856-3;NR-12;I4
312857-1;NR-12;I4
312858-0;NR-12;I4
312859-8;NR-12;I4
312860-1;NR-12;I3
312861-0;NR-12;I3
312862-8;NR-12;I3
312863-6;NR-12;I4
312864-4;NR-12;I4
312865-2;NR-12;I4
312866-0;NR-12;I3
312867-9;NR-12;I3
312868-7;NR-12;I4
312869-5;NR-12;I3
312870-9;NR-12;I3
312871-7;NR-12;I3
312872-5;NR-12;I4
312873-3;NR-12;I3
312874-1;NR-12;I2
312875-0;NR-12;I3
312876-8;NR-12;I4
312877-6;NR-12;I4
312878-4;NR-12;I4
312879-2;NR-12;I3
312880-6;NR-12;I3
312881-4;NR-12;I3
312882-2;NR-12;I3
312883-0;NR-12;I4
312884-9;NR-12;I4
312885-7;NR-12;I4
312886-5;NR-12;I4
312887-3;NR-12;I4
312888-1;NR-12;I4
312889-0;NR-12;I4
312890-3;NR-12;I3
312891-1;NR-12;I3
312892-0;NR-12;I3
312893-8;NR-12;I3
312894-6;NR-12;I3
312895-4;NR-12;I3
312896-2;NR-12;I1
312897-0;NR-12;I2
312898-9;NR-12;I4
312899-7;NR-12;I3
312900-4;NR-12;I2
312901-2;NR-12;I1
312902-0;NR-12;I2
312903-9;NR-12;I3
312904-7;NR-12;I2
312905-5;NR-12;I2
312906-3;NR-12;I2
312907-1;NR-12;I2
312908-0;NR-12;I2
312909-8;NR-12;I2
312910-1;NR-12;I3
312911-0;NR-12;I2
312912-8;NR-12;I2
312913-6;NR-12;I2
312914-4;NR-12;I2
312915-2;NR-12;I2
312916-0;NR-12;I2
312917-9;NR-12;I2
312918-7;NR-12;I2
312919-5;NR-12;I2
312920-9;NR-12;I2
312921-7;NR-12;I2
312922-5;NR-12;I2
312923-3;NR-12;I4
312924-1;NR-12;I2
312925-0;NR-12;I2
312926-8;NR-12;I2
312927-6;NR-12;I4
312944-6;NR-12;I3
312945-4;NR-12;I3
312946-2;NR-12;I3
312947-0;NR-12;I4
312948-9;NR-12;I3
312949-7;NR-12;I2
312950-0;NR-12;I4
312951-9;NR-12;I4
312952-7;NR-12;I4
312953-5;NR-12;I4
312954-3;NR-12;I4
312955-1;NR-12;I3
312956-0;NR-12;I3
312957-8;NR-12;I4
312958-6;NR-12;I2
312959-4;NR-12;I4
312960-8;NR-12;I3
312961-6;NR-12;I2
312962-4;NR-12;I2
312963-2;NR-12;I3
312964-0;NR-12;I2
312965-9;NR-12;I2
312966-7;NR-12;I4
312968-3;NR-12;I4
312970-5;NR-12;I3
312972-1;NR-12;I4
312973-0;NR-12;I4
312979-9;NR-12;I4
312981-0;NR-12;I4
312982-9;NR-12;I3
312983-7;NR-12;I4
312984-5;NR-12;I4
312985-3;NR-12;I4
312986-1;NR-12;I4
312987-0;NR-12;I3
312988-8;NR-12;I3
312989-6;NR-12;I2
312990-0;NR-12;I4
312991-8;NR-12;I4
312992-6;NR-12;I4
312993-4;NR-12;I4
312994-2;NR-12;I4
312995-0;NR-12;I4
312996-9;NR-12;I4
312997-7;NR-12;I4
312998-5;NR-12;I3
312999-3;NR-12;I3
318139-1;NR-18;I3
318140-5;NR-18;I3
318141-3;NR-18;I3
318142-1;NR-18;I3
318143-0;NR-18;I2
318144-8;NR-18;I3
318145-6;NR-18;I3
318146-4;NR-18;I3
318147-2;NR-18;I3
318148-0;NR-18;I2
318149-9;NR-18;I3
318150-2;NR-18;I3
318151-0;NR-18;I3
318152-9;NR-18;I3
318153-7;NR-18;I3
318154-5;NR-18;I3
318155-3;NR-18;I3
318156-1;NR-18;I3
318157-0;NR-18;I3
318158-8;NR-18;I3
318159-6;NR-18;I3
318160-0;NR-18;I3
318161-8;NR-18;I3
318162-6;NR-18;I3
318163-4;NR-18;I3
318164-2;NR-18;I3
318165-0;NR-18;I3
318166-9;NR-18;I3
318167-7;NR-18;I3
318168-5;NR-18;I3
318169-3;NR-18;I3
318170-7;NR-18;I3
318171-5;NR-18;I3
318172-3;NR-18;I3
318173-1;NR-18;I3
318174-0;NR-18;I3
318175-8;NR-18;I3
318176-6;NR-18;I3
318177-4;NR-18;I3
318178-2;NR-18;I3
318179-0;NR-18;I3
318180-4;NR-18;I3
318181-2;NR-18;I3
318182-0;NR-18;I3
318183-9;NR-18;I3
318184-7;NR-18;I3
318185-5;NR-18;I3
318186-3;NR-18;I3
318187-1;NR-18;I3
318188-0;NR-18;I3
318189-8;NR-18;I3
318190-1;NR-18;I3
318191-0;NR-18;I3
318192-8;NR-18;I3
318193-6;NR-18;I3
318194-4;NR-18;I3
318195-2;NR-18;I3
318196-0;NR-18;I3
318197-9;NR-18;I3
318198-7;NR-18;I3
318199-5;NR-18;I3
318200-2;NR-18;I2
318201-0;NR-18;I3
318202-9;NR-18;I3
318203-7;NR-18;I3
318204-5;NR-18;I3
318205-3;NR-18;I3
318206-1;NR-18;I3
318207-0;NR-18;I3
318208-8;NR-18;I3
318209-6;NR-18;I3
318210-0;NR-18;I3
318211-8;NR-18;I3
318212-6;NR-18;I3
318213-4;NR-18;I3
318214-2;NR-18;I3
318215-0;NR-18;I3
318216-9;NR-18;I3
318217-7;NR-18;I3
318218-5;NR-18;I3
318219-3;NR-18;I3
318220-7;NR-18;I3
318221-5;NR-18;I3
318222-3;NR-18;I3
318223-1;NR-18;I3
318224-0;NR-18;I3
318225-8;NR-18;I3
318226-6;NR-18;I3
318227-4;NR-18;I3
318228-2;NR-18;I3
318229-0;NR-18;I3
318230-4;NR-18;I3
318231-2;NR-18;I3
318232-0;NR-18;I3
318233-9;NR-18;I3
318234-7;NR-18;I3
318235-5;NR-18;I3
318236-3;NR-18;I3
318237-1;NR-18;I3
318238-0;NR-18;I3
318239-8;NR-18;I3
318240-1;NR-18;I3
318241-0;NR-18;I3
318242-8;NR-18;I3
318243-6;NR-18;I3
318244-4;NR-18;I3
318245-2;NR-18;I3
318246-0;NR-18;I3
318247-9;NR-18;I3
318248-7;NR-18;I3
318249-5;NR-18;I3
318250-9;NR-18;I3
318251-7;NR-18;I3
318252-5;NR-18;I3
318253-3;NR-18;I3
318254-1;NR-18;I3
318255-0;NR-18;I3
318256-8;NR-18;I3
318257-6;NR-18;I3
318258-4;NR-18;I3
318259-2;NR-18;I3
318260-6;NR-18;I3
318261-4;NR-18;I3
318262-2;NR-18;I3
318263-0;NR-18;I3
318264-9;NR-18;I3
318265-7;NR-18;I3
318266-5;NR-18;I3
318267-3;NR-18;I3
318268-1;NR-18;I3
318269-0;NR-18;I3
318270-3;NR-18;I3
318271-1;NR-18;I3
318272-0;NR-18;I3
318273-8;NR-18;I3
318274-6;NR-18;I3
318275-4;NR-18;I3
318276-2;NR-18;I3
318277-0;NR-18;I3
318278-9;NR-18;I3
318279-7;NR-18;I3
318280-0;NR-18;I3
318281-9;NR-18;I3
318282-7;NR-18;I3
318283-5;NR-18;I3
318284-3;NR-18;I3
318285-1;NR-18;I3
318286-0;NR-18;I3
318287-8;NR-18;I3
318288-6;NR-18;I3
318289-4;NR-18;I3
318290-8;NR-18;I3
318291-6;NR-18;I3
318292-4;NR-18;I3
318293-2;NR-18;I3
318294-0;NR-18;I3
318295-9;NR-18;I3
318296-7;NR-18;I3
318297-5;NR-18;I3
318298-3;NR-18;I3
318299-1;NR-18;I3
318300-9;NR-18;I3
318301-7;NR-18;I3
318302-5;NR-18;I3
318303-3;NR-18;I3
318304-1;NR-18;I3
318305-0;NR-18;I3
318306-8;NR-18;I3
318307-6;NR-18;I3
318308-4;NR-18;I3
318309-2;NR-18;I3
318310-6;NR-18;I3
318311-4;NR-18;I3
318312-2;NR-18;I3
318313-0;NR-18;I3
318314-9;NR-18;I3
318315-7;NR-18;I3
318316-5;NR-18;I3
318317-3;NR-18;I3
318318-1;NR-18;I3
318319-0;NR-18;I3
318320-3;NR-18;I3
318321-1;NR-18;I3
318322-0;NR-18;I3
318323-8;NR-18;I2
318324-6;NR-18;I3
318325-4;NR-18;I3
318326-2;NR-18;I3
318327-0;NR-18;I3
318328-9;NR-18;I3
318329-7;NR-18;I3
318330-0;NR-18;I3
318331-9;NR-18;I3
318332-7;NR-18;I4
318333-5;NR-18;I3
318334-3;NR-18;I3
318335-1;NR-18;I3
318336-0;NR-18;I3
318337-8;NR-18;I3
318338-6;NR-18;I3
318339-4;NR-18;I3
318340-8;NR-18;I3
318341-6;NR-18;I3
318342-4;NR-18;I3
318343-2;NR-18;I2
318344-0;NR-18;I2
318345-9;NR-18;I3
318346-7;NR-18;I2
318347-5;NR-18;I3
318348-3;NR-18;I3
318349-1;NR-18;I3
318350-5;NR-18;I3
318351-3;NR-18;I3
